student_id,registered_at,channel,ab_group,lessons_completed,completed_course
1932,2024-12-18 13:00:00,Контекстная реклама,test,1,False
1933,2024-12-17 21:00:00,Таргетированная реклама,test,2,False
1934,2024-12-19 08:00:00,Реферальная программа,control,1,False
1935,2024-12-20 21:00:00,Органический поиск,test,8,True
1936,2024-12-15 19:00:00,Таргетированная реклама,test,2,False
1937,2024-12-23 09:00:00,Таргетированная реклама,control,1,False
1938,2024-12-01 22:00:00,Реферальная программа,control,1,False
1939,2024-12-25 09:00:00,Email-рассылка,test,2,False
1940,2024-12-04 19:00:00,Email-рассылка,control,2,False
1941,2024-12-21 11:00:00,Реферальная программа,test,8,True
1942,2024-12-27 18:00:00,Реферальная программа,control,3,False
1943,2024-12-28 20:00:00,Реферальная программа,test,1,False
1944,2024-12-08 09:00:00,Реферальная программа,control,2,False
1945,2024-12-23 12:00:00,Реферальная программа,test,8,True
1946,2024-12-26 21:00:00,Органический поиск,test,5,False
1947,2024-12-12 15:00:00,Таргетированная реклама,test,0,False
1948,2024-12-12 10:00:00,Реферальная программа,test,1,False
1949,2024-12-20 09:00:00,Контекстная реклама,control,0,False
1950,2024-12-02 09:00:00,Таргетированная реклама,test,8,True
1951,2024-12-27 09:00:00,Таргетированная реклама,control,1,False
1952,2024-12-06 13:00:00,Органический поиск,control,1,False
1953,2024-12-04 19:00:00,Контекстная реклама,test,8,True
1954,2024-12-24 14:00:00,Реферальная программа,control,8,True
1955,2024-12-01 09:00:00,Реферальная программа,control,0,False
1956,2024-12-13 13:00:00,Таргетированная реклама,test,1,False
1957,2024-12-23 15:00:00,Таргетированная реклама,control,5,False
1958,2024-12-02 14:00:00,Таргетированная реклама,control,8,True
1959,2024-12-18 17:00:00,Таргетированная реклама,control,1,False
1960,2024-12-02 18:00:00,Органический поиск,control,1,False
1961,2024-12-05 19:00:00,Email-рассылка,control,2,False
1962,2024-12-24 16:00:00,Таргетированная реклама,control,4,False
1963,2024-12-24 08:00:00,Таргетированная реклама,test,1,False
1964,2024-12-12 19:00:00,Органический поиск,test,8,True
1965,2024-12-28 19:00:00,Реферальная программа,test,2,False
1966,2024-12-30 18:00:00,Email-рассылка,control,6,False
1967,2024-12-17 14:00:00,Email-рассылка,test,2,False
1968,2024-12-12 21:00:00,Таргетированная реклама,control,2,False
1969,2024-12-20 09:00:00,Контекстная реклама,test,6,False
1970,2024-12-31 19:00:00,Контекстная реклама,control,4,False
1971,2024-12-30 16:00:00,Органический поиск,control,0,False
1972,2024-12-23 18:00:00,Контекстная реклама,control,8,True
1973,2024-12-22 09:00:00,Email-рассылка,control,2,False
1974,2024-12-31 22:00:00,Email-рассылка,test,2,False
1975,2024-12-15 08:00:00,Органический поиск,control,3,False
1976,2024-12-27 10:00:00,Контекстная реклама,control,2,False
1977,2024-12-03 15:00:00,Email-рассылка,control,1,False
1978,2024-12-20 16:00:00,Реферальная программа,control,2,False
1979,2024-12-12 10:00:00,Реферальная программа,control,2,False
1980,2024-12-18 12:00:00,Реферальная программа,control,2,False
1981,2024-12-12 21:00:00,Email-рассылка,test,1,False
1982,2024-12-18 12:00:00,Таргетированная реклама,control,1,False
1983,2024-12-01 14:00:00,Таргетированная реклама,control,7,False
1984,2024-12-22 09:00:00,Email-рассылка,test,3,False
1985,2024-12-07 16:00:00,Таргетированная реклама,control,8,True
1986,2024-12-08 18:00:00,Органический поиск,control,1,False
1987,2024-12-25 19:00:00,Email-рассылка,test,2,False
1988,2024-12-29 11:00:00,Таргетированная реклама,control,2,False
1989,2024-12-13 13:00:00,Email-рассылка,control,8,True
1990,2024-12-20 17:00:00,Органический поиск,control,2,False
1991,2024-12-05 22:00:00,Контекстная реклама,control,3,False
1992,2024-12-12 19:00:00,Реферальная программа,control,1,False
1993,2024-12-05 11:00:00,Контекстная реклама,test,1,False
1994,2024-12-28 08:00:00,Органический поиск,control,2,False
1995,2024-12-12 12:00:00,Органический поиск,control,8,True
1996,2024-12-21 15:00:00,Реферальная программа,test,4,False
1997,2024-12-11 12:00:00,Контекстная реклама,test,0,False
1998,2024-12-18 19:00:00,Таргетированная реклама,test,8,True
1999,2024-12-12 11:00:00,Таргетированная реклама,control,1,False
2000,2024-12-28 09:00:00,Органический поиск,test,2,False
2001,2024-12-31 17:00:00,Органический поиск,test,8,True
2002,2024-12-16 19:00:00,Органический поиск,control,2,False
2003,2024-12-16 11:00:00,Таргетированная реклама,control,2,False
2004,2024-12-04 13:00:00,Таргетированная реклама,control,2,False
2005,2024-12-13 11:00:00,Контекстная реклама,test,8,True
2006,2024-12-22 08:00:00,Таргетированная реклама,control,2,False
2007,2024-12-25 18:00:00,Реферальная программа,control,8,True
2008,2024-12-22 08:00:00,Email-рассылка,test,1,False
2009,2024-12-11 17:00:00,Email-рассылка,test,8,True
2010,2024-12-23 17:00:00,Таргетированная реклама,control,8,True
2011,2024-12-14 15:00:00,Реферальная программа,test,5,False
2012,2024-12-23 08:00:00,Контекстная реклама,control,0,False
2013,2024-12-05 08:00:00,Email-рассылка,test,2,False
2014,2024-12-26 15:00:00,Таргетированная реклама,control,8,True
2015,2024-12-17 15:00:00,Таргетированная реклама,control,1,False
2016,2024-12-27 08:00:00,Реферальная программа,test,1,False
2017,2024-12-03 08:00:00,Email-рассылка,test,8,True
2018,2024-12-21 19:00:00,Таргетированная реклама,test,0,False
2019,2024-12-20 12:00:00,Email-рассылка,control,2,False
2020,2024-12-21 18:00:00,Реферальная программа,control,0,False
2021,2024-12-24 10:00:00,Таргетированная реклама,test,0,False
2022,2024-12-05 11:00:00,Органический поиск,test,8,True
2023,2024-12-24 21:00:00,Контекстная реклама,control,2,False
2024,2024-12-21 10:00:00,Реферальная программа,control,1,False
2025,2024-12-22 14:00:00,Таргетированная реклама,control,2,False
2026,2024-12-17 15:00:00,Органический поиск,control,2,False
2027,2024-12-12 18:00:00,Реферальная программа,test,2,False
2028,2024-12-05 12:00:00,Контекстная реклама,control,8,True
2029,2024-12-22 17:00:00,Органический поиск,test,8,True
2030,2024-12-04 11:00:00,Email-рассылка,control,1,False
2031,2024-12-25 18:00:00,Таргетированная реклама,control,0,False
2032,2024-12-11 08:00:00,Реферальная программа,test,8,True
2033,2024-12-03 10:00:00,Реферальная программа,control,8,True
2034,2024-12-17 08:00:00,Email-рассылка,control,2,False
2035,2024-12-31 09:00:00,Органический поиск,test,8,True
2036,2024-12-20 19:00:00,Таргетированная реклама,test,2,False
2037,2024-12-06 14:00:00,Реферальная программа,control,2,False
2038,2024-12-09 19:00:00,Таргетированная реклама,test,6,False
2039,2024-12-08 22:00:00,Реферальная программа,control,8,True
2040,2024-12-10 10:00:00,Органический поиск,control,1,False
2041,2024-12-20 19:00:00,Реферальная программа,control,8,True
2042,2024-12-25 22:00:00,Реферальная программа,control,8,True
2043,2024-12-04 12:00:00,Органический поиск,test,2,False
2044,2024-12-20 09:00:00,Органический поиск,control,8,True
2045,2024-12-29 14:00:00,Реферальная программа,test,8,True
2046,2024-12-21 16:00:00,Органический поиск,control,1,False
2047,2024-12-21 18:00:00,Органический поиск,test,2,False
2048,2024-12-30 16:00:00,Реферальная программа,test,2,False
2049,2024-12-27 12:00:00,Таргетированная реклама,control,6,False
2050,2024-12-31 10:00:00,Таргетированная реклама,test,1,False
2051,2024-12-24 13:00:00,Реферальная программа,test,8,True
2052,2024-12-03 15:00:00,Органический поиск,control,8,True
2053,2024-12-15 10:00:00,Органический поиск,control,2,False
